studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex	Delta 15 N (o/oo)	Delta 13 C (o/oo)	Comments
FAKE123	276	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N139A1	Yes	2008-07-03	31.9	22.2	191	3194	MALE	8.1321	-25.30124	
FAKE123	277	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N139A2	Yes	2009-10-02	41.2	18.3	187	3198	MALE	9.58788	-26.61588	
FAKE123	278	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N140A1	Yes	2009-04-17	37.4	22.3	171	1615	FEMALE	9.85929	-26.9957	
FAKE123	279	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N140A2	Yes	2007-10-14	39.0	15.9	202	4944	FEMALE	8.81389	-26.47337	
FAKE123	280	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N141A1	Yes	2009-10-30	40.2	15.1	215	1956	FEMALE	9.98987	-24.56194	
FAKE123	281	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N141A2	Yes	2009-01-22	31.1	16.1	176	2611	FEMALE	7.91884	-23.1517	
FAKE123	282	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N142A1	Yes	2008-03-27	39.7	15.3	200	3580	FEMALE	9.71995	-25.94623	
FAKE123	283	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N142A2	Yes	2009-11-02	35.1	19.3	218	3981	MALE	9.97747	-25.96611	
FAKE123	284	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N143A1	Yes	2008-06-24	37.8	16.8	183	3360	FEMALE	8.44551	-26.71026	
FAKE123	285	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N143A2	Yes	2008-04-14	49.5	19.9	176	3294	FEMALE	8.9013	-26.7588	
FAKE123	286	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N144A1	Yes	2009-12-03	43.8	16.4	179	4603	MALE	8.59033	-26.85229	
FAKE123	287	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N144A2	Yes	2008-01-25	39.3	16.7	165	3109	MALE	9.33176	-23.50268	
FAKE123	288	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N145A1	Yes	2007-06-22	32.6	18.4	222	2520	FEMALE	7.30478	-25.61136	
FAKE123	289	Adelie Penguin (Pygoscelis adeliae)	 Anvers	Biscoe	Adult, 1 Egg Stage	N145A2	Yes	2007-04-22	39.6	16.5	228	2029	MALE	8.81581	-24.95175	
FAKE123	290	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N146A1	Yes	2009-04-17	37.6	16.0	173	3048	FEMALE	9.89853	-25.14968	
FAKE123	291	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N146A2	Yes	2009-05-06	42.4	18.7	191	4851	MALE	7.4073	-24.496	
FAKE123	292	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N147A1	No	2007-03-15	46.0	19.4	224	1531	MALE	9.41648	-24.89735	
FAKE123	293	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N147A2	Yes	2008-01-14	47.6	15.8	219	3430	MALE	7.35726	-23.00031	
FAKE123	294	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N148A1	Yes	2008-11-19	37.5	21.9	163	3318	MALE	9.11952	-23.11071	
FAKE123	295	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N148A2	Yes	2009-02-04	43.7	22.7	178	2212	FEMALE	9.54488	-24.32214	
FAKE123	296	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N149A1	No	2007-11-28	30.5	19.2	179	1421	FEMALE	8.29958	-26.46423	
FAKE123	297	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N149A2	Yes	2009-02-07	31.0	20.1	193	3098	FEMALE	8.1522	-23.91567	
FAKE123	298	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N150A1	Yes	2008-03-02	47.1	16.2	216	4827	FEMALE	8.75517	-25.66713	
FAKE123	299	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N150A2	Yes	2008-12-12	39.1	19.8	185	1071	FEMALE	9.823	-25.38414	
FAKE123	300	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N151A1	Yes	2008-03-03	33.2	15.6	197	4947	MALE	8.8951	-25.72901	
FAKE123	301	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N151A2	Yes	2009-12-21	37.3	15.2	168	2887	FEMALE	9.00058	-25.87901	
FAKE123	302	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N152A1	Yes	2007-10-22	31.2	16.1	207	4144	MALE	8.17666	-25.81422	
FAKE123	303	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N152A2	Yes	2009-06-21	49.6	21.3	224	4390	MALE	8.27809	-26.31891	
FAKE123	304	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N153A1	Yes	2009-09-03	45.1	22.8	215	2856	FEMALE	9.07341	-26.92627	
FAKE123	305	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N153A2	Yes	2009-07-20	43.3	15.6	218	3337	MALE	9.05864	-25.61635	
FAKE123	306	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N154A1	No	2009-05-15	41.4	16.3	199	2321	MALE	9.28443	-25.21277	
FAKE123	307	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N154A2	Yes	2007-09-07	44.6	15.0	162	1074	FEMALE	9.42531	-26.4224	
FAKE123	308	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N155A1	Yes	2009-05-26	36.7	17.5	211	3471	FEMALE	9.49958	-25.39144	
FAKE123	309	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N155A2	Yes	2009-02-05	39.8	20.8	193	4333	FEMALE	8.45935	-23.72461	
FAKE123	310	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N156A1	Yes	2008-02-03	47.5	17.2	230	1213	FEMALE	8.88832	-25.25708	
FAKE123	311	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N156A2	Yes	2008-08-02	43.8	21.4		2307	FEMALE	8.67694	-26.60623	
FAKE123	312	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N157A1	Yes	2009-05-23	36.7	21.2	160	2824	MALE	8.27908	-25.17766	
FAKE123	313	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N157A2	Yes	2008-11-28	45.3	15.4	201	1104	MALE	9.40759	-25.68905	
FAKE123	314	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N158A1	Yes	2009-07-18	31.4	18.3	173	1561	MALE	7.055	-25.6493	
FAKE123	315	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N158A2	Yes	2008-05-11	35.9	15.6	226	1975	FEMALE	9.74371	-23.29111	
FAKE123	316	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N159A1	Yes	2007-12-24	32.9	22.1	191	1123	FEMALE	7.78482	-23.24953	
FAKE123	317	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N159A2	Yes	2008-05-06	30.9	19.6	197	4477	FEMALE	8.43732	-25.79932	
FAKE123	318	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N160A1	Yes	2009-06-29	44.4	17.1	162	1170 	MALE	7.81224	-26.58819	
FAKE123	319	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N160A2	Yes	2008-10-25	30.4	18.0	161	2505	FEMALE	8.79491	-26.54765	
FAKE123	320	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N161A1	Yes	2009-05-26	33.8	17.7	227	1759	MALE	9.65069	-26.41516	
FAKE123	321	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N161A2	Yes	2008-05-15	34.7	20.0	213	2476	MALE	8.66313	-26.21507	
FAKE123	322	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N162A1	Yes	2008-06-09	46.9	19.5	179	2695	MALE	8.04713	-26.17316	
FAKE123	323	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N162A2	Yes	2008-03-01	41.2	20.2	172	4445	MALE	9.03597	-25.48274	
FAKE123	324	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage		Yes	2008-08-20	40.8	20.1	211	1250	FEMALE	7.92301	-26.12263	
FAKE123	325	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N163A2	Yes	2008-04-23	33.2	18.2	162	4906	FEMALE	8.64421	-24.48411	
FAKE123	326	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N164A1	Yes	2007-05-07	39.5	15.1	196	3553	FEMALE	8.18812	-26.96495	
FAKE123	327	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N164A2	Yes	2009-10-26	44.1	17.5	176	4691	FEMALE	9.9601	-23.53008	
FAKE123	328	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N165A1	Yes	2007-01-24	45.3	20.0	214	2413	FEMALE	7.74713	-25.47892	
FAKE123	329	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N165A2	Yes	2008-04-23	34.6	21.3	218	1154	FEMALE	8.06164	-24.23885	
FAKE123	330	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N166A1	Yes	2007-04-10	33.3	17.0	204	1856	MALE	7.31451	-26.45082	
FAKE123	331	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N166A2	Yes	2007-05-19	39.5	16.3	212	2067	FEMALE	9.94171	-24.24948	
FAKE123	332	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N167A1	Yes	2009-07-20	42.3	19.0	189	1488	FEMALE	9.21175	-23.49976	
FAKE123	333	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N167A2	Yes	2007-01-01	33.2	19.9	206	4320	MALE	8.95337	-25.24421	
FAKE123	334	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N168A1	Yes	2009-09-13	33.6	15.5	170	4766	MALE	8.85835	-25.91048	
FAKE123	335	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N168A2	Yes	2009-03-09	36.0	17.1	187	4739	FEMALE	9.28191	-25.95678	
FAKE123	336	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N169A1	Yes	2007-09-04	49.2	22.8	206	4484	FEMALE	8.31716	-24.32962	
FAKE123	337	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N169A2	Yes	2009-11-04	36.7	20.5	172	4202	MALE	7.52386	-25.28125	
FAKE123	338	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N170A1	No	2007-04-28	37.7	22.3	168	1396	FEMALE	9.51752	-26.21787	
FAKE123	339	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N170A2	Yes	2009-01-15	42.2	2.0	230	1963	FEMALE	8.29763	-25.85981	
FAKE123	340	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N171A1	Yes	2008-04-21	42.1	18.3	221	1780	FEMALE	7.83751	-23.8401	
FAKE123	341	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N171A2	Yes	2007-03-24	45.2	21.9	222	1450	MALE	8.81023	-23.42319	
FAKE123	342	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N172A1	Yes	$2008-10-11	30.6	19.6	164	2746	MALE	9.99996	-23.72296	
FAKE123	343	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N172A2	Yes	2009-01-29	44.2	19.8	173	2723	FEMALE	7.22891	-25.22254	
FAKE123	344	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N173A1	Yes	2009-01-29	46.1	21.7	172	4417	MALE	8.11281	-23.89588	
FAKE123	345	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N173A2	Yes	2007-09-08	35.9	21.1	193	2638	MALE	7.26788	-24.26295	
FAKE123	346	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N174A1	Yes	2009-08-03	36.3	17.9	175	1636	FEMALE	9.57358	-24.79609	
FAKE123	347	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N174A2	Yes	2009-11-13	33.9	21.3	177	1197	FEMALE	9.02542	-23.94343	
FAKE123	348	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N175A1	Yes	2009-09-08	31.6	18.8	228	3054	MALE	8.78262	-23.20931	
FAKE123	349	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N175A2	Yes	2008-06-24	38.1	17.6	172	2242	FEMALE	8.02287	-26.46746	
FAKE123	350	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N176A1	Yes	2008-08-28	36.2	18.5	226	4843	FEMALE	9.05761	-26.65306	
FAKE123	351	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N176A2	No	2009-02-26	43.4	18.4	193	1035	FEMALE	9.06064	-25.95732	
FAKE123	352	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N177A1	Yes	2008-12-13	31.0	18.4	220	3708	MALE	7.45198	-26.81423	
FAKE123	353	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N177A2	Yes	2009-05-30	49.2	21.2	191	3612	MALE	8.41243	-26.22894	
FAKE123	354	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N178A1	Yes	2007-08-09	37.7	21.7	162	2560	FEMALE	7.88053	-26.79827	
FAKE123	355	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N178A2	Yes	2008-01-22	41.8	21.5	189	2060	FEMALE	7.30989	-24.73035	
FAKE123	356	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N179A1	Yes	2009-09-04	43.4	17.7	211	2317	FEMALE	8.21077	-23.13339	
FAKE123	357	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N179A2	Yes	2009-10-19	34.7	16.3	218	4181	MALE	9.50627	-25.14203	
FAKE123	358	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N180A1	Yes	2007-03-14	49.1	17.5	198	3478	MALE	7.28657	-25.79411	
FAKE123	359	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N180A2	Yes	2009-10-10	37.1	21.7	202	2533	MALE	7.34979	-23.62772	
FAKE123	360	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N181A1	No	2007-06-14	35.5	21.8	192	3967	FEMALE	8.85565	-25.66874	
FAKE123	361	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N181A2	Yes	2007-10-27	48.1	20.3	218	4236	MALE	7.5226	-23.2146	
FAKE123	362	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N182A1	Yes	2009-01-12	40.8	18.5	196	1577	MALE	9.9708	-24.6748	
FAKE123	363	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N182A2	Yes	2009-09-14	33.4	 22.0	229	1139	MALE	8.48764	-24.0859	
FAKE123	364	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N183A1	Yes	2009-05-27	35.2	20.7	197	1013	MALE	9.24502	-24.71234	
FAKE123	365	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N183A2	Yes	2007-05-25	40.2	21.4	205	3315	MALE	7.47847	-25.28257	
FAKE123	366	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N184A1	Yes	2007-09-23	49.3	18.0	164	4201	FEMALE	8.29467	-25.92344	
FAKE123	367	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N184A2	Yes	 2007-07-13	40.8	23.0	163	1596	FEMALE	8.61743	-23.56164	
FAKE123	368	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N185A1	Yes	2009-12-12	32.2	20.8	206	1916	MALE	7.53021	-25.12217	
FAKE123	369	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N185A2	Yes	2007-02-28	47.1	22.7	215	4569	MALE	9.59678	-25.92837	
FAKE123	370	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N186A1	No	2007-01-17	41.6	15.9	212	3564	FEMALE	7.93947	-26.58016	
FAKE123	371	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N186A2	Yes	2009-07-02	34.0	18.2	197	3204	FEMALE	9.28422	-23.90635	
FAKE123	372	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N187A1	Yes	2008-11-18	39.3	21.1	168	3670	FEMALE	8.10392	-23.05461	
FAKE123	373	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N187A2	Yes	2009-08-29	39.2	15.8	192	3653	MALE	7.71012	-23.51236	
FAKE123	374	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N188A1	Yes	2009-12-25	47.2	21.8	218	4303	FEMALE	8.45664	-26.04948	
FAKE123	375	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N188A2	Yes	2009-01-02	36.3	20.4	171	1191	FEMALE	9.46311	-23.87034	
FAKE123	376	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N189A1	Yes	2009-01-03	30.4	18.2	178	2792	MALE	8.13791	-25.74622	
FAKE123	377	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N189A2	Yes	2007-11-03	31.5	22.6	166	4674	MALE	8.19729	-24.89456	
FAKE123	378	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N190A1	Yes	2007-09-05	32.0	19.7	200	3576	MALE	9.80056	-23.44241	
FAKE123	379	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N190A2	Yes	2008-02-04	37.3	20.3	214	3082	FEMALE	9.77808	-26.19773	
FAKE123	380	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N191A1	Yes	2007-01-14	44.3	15.3	194	4813	FEMALE	8.237	-23.0552	
FAKE123	381	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N191A2	Yes	2008-02-21	48.8	16.1	196	2048	FEMALE	7.30208	-23.00473	
FAKE123	382	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N192A1	Yes	2009-10-24	47.4	16.4	177	3229	MALE	8.94145	-25.10307	
FAKE123	383	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N192A2	Yes	2008-05-28	30.1	16.7	222	2374	MALE	8.07202	-26.60301	
FAKE123	384	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N193A1	Yes	2009-10-08	44.1	16.1	196	4917	FEMALE	7.30674	-23.71749	
FAKE123	385	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N193A2	No	2009-02-30	41.3	17.5	204	4992	FEMALE	8.78997	-23.23238	
FAKE123	386	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N194A1	Yes	2008-06-08	33.3	19.7	208	4906	FEMALE	9.93245	-25.52069	
FAKE123	387	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N194A2	Yes	2007-04-02	38.6	19.8	168	4711	MALE	9.87608	-23.75854	
FAKE123	388	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N195A1	Yes	2008-06-10	49.6	18.7	201	2751	MALE	9.36769	-23.44734	
FAKE123	389	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N195A2	Yes	2009-06-11	33.1	15.3	178	3851	FEMALE	8.70638	-23.51344	
FAKE123	390	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N196A1	Yes	2007-02-23	41.2	22.0	189	1067	FEMALE	9.49555	-26.65613	
FAKE123	391	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N196A2	No	2009-04-12	39.5	15.0	198	3845	FEMALE	7.05055	-25.22237	
FAKE123	392	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N197A1	Yes	2009-07-30	44.0	16.8	218	2948	FEMALE	7.0705	-25.03539	
FAKE123	393	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N197A2	Yes	2007-09-02	47.2	16.3	208	1407	FEMALE	7.66814	-24.50107	
FAKE123	394	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N198A1	Yes	2007-10-06	41.8	17.2	217	1782	MALE	9.64932	-26.76243	
FAKE123	395	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N198A2	Yes	2008-06-20	45.6	21.9	172	4113	MALE	7.21284	-24.65365	Non4e
FAKE123	396	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N199A1	Yes	2009-06-13	42.4	18.0	162	3191	MALE	9.97215	-25.24482	
FAKE123	397	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N199A2	Yes	2009-02-23	36.5	19.9	187	1257	FEMALE	9.07994	-26.21736	
FAKE123	398	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N200A1	Yes	2008-07-12	49.4	20.2	193	1028	MALE	9.39904	-25.07609	
FAKE123	399	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N200A2	Yes	2008-04-19	40.8	18.1	213	2303	MALE	7.08833	-25.9145	
FAKE123	400	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N201A1	No	2007-03-08	44.7	20.5	201	2200	MALE	8.26037	-23.59723	
FAKE123	401	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N201A2	Yes	2007-01-10	41.3	18.4	185	3108	MALE	8.78686	-25.40103	
FAKE123	402	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N202A1	No	2008-06-15	42.3	20.3	182	3435	FEMALE	8.09736	-25.61556	
FAKE123	403	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N202A2	Yes	2008-06-21	31.2	19.1	223	2494	FEMALE	7.35315	-26.50981	
FAKE123	404	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N203A1	Yes	2009-11-15	32.8	19.4	217	4987	FEMALE	9.86469	-26.82736	
FAKE123	405	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N203A2	Yes	2007-10-16	42.9	22.8	214	1902	MALE	8.59997	-24.30062	
FAKE123	406	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N204A1	Yes	2007-09-02	36.7	19.0	203	1209	FEMALE	7.78315	-24.33458	
FAKE123	407	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N204A2	Yes	2009-09-30	47.2	17.8	197	1664	MALE	8.0544	-24.42735	
FAKE123	408	Adelie Penguin (Pygoscelis adeliae)	Anvers	Dream	Adult, 1 Egg Stage	N205A1	Yes	2009-12-11	33.8	15.8	209	1793	MALE	8.09367	-25.00114	
FAKE123	409	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Eggr Stage	N205A2	No	2007-12-10	35.5	15.3	166	2430	MALE	9.36019	-25.47831	
FAKE123	410	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N206A1	No	2008-07-12	33.0	21.8	178	3543	FEMALE	9.01668	-24.23799	
FAKE123	411	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N206A2	Yes	2007-03-03	36.5	15.5	188	3682	FEMALE	9.04284	-24.06858	
FAKE123	412	Adelie Penguin (Pygoscelis adeliae)	Anvers	Torgersen	Adult, 1 Egg Stage	N207A1	Yes	2007-09-26	40.5	15.2	212	3724	FEMALE	9.89646	-24.06978	
FAKE123	413	Adelie Penguin (Pygoscelis adeliae)	Anvers	Biscoe	Adult, 1 Egg Stage	N207A2	Yes	2008-11-07	42.6	20.9	182	3584	FEMALE	9.73146	-24.16374	
